Rank,Score,Stat,Season,lgID
5,0.05451340690607046,Playoffs,1962,AL
6,0.0390604150016161,SB,1962,AL
7,0.03713150932682019,FP,1962,AL
8,0.017293116400807856,W_pit,1962,AL
9,0.008727299518529446,G_pit,1962,AL
0,0.22041900018341867,HR/PA,1963,AL
1,0.21511266828668904,R/PA,1963,AL
2,0.15595718812256967,RBI/PA,1963,AL
3,0.10483386518637133,Playoffs,1963,AL
4,0.08885189062255316,PA,1963,AL
5,0.053844254240922235,FP,1963,AL
6,0.048477024430699234,AVG,1963,AL
7,0.04308320560067281,W_pit,1963,AL
8,0.021360507509956165,SB,1963,AL
9,0.010920498490602488,K/9,1963,AL
0,0.27596895719016185,AVG,1964,AL
1,0.15515845569621609,RBI/PA,1964,AL
2,0.12354493890329754,HR/PA,1964,AL
3,0.11267220148233091,R/PA,1964,AL
4,0.10774760109366885,Playoffs,1964,AL
5,0.07232953538065262,PA,1964,AL
6,0.05759368006545035,FP,1964,AL
7,0.02774886366690946,SB,1964,AL
8,0.025308771079075535,W_pit,1964,AL
9,0.012170334152856854,IP,1964,AL
0,0.2614618551235076,AVG,1965,AL
1,0.2537284300501073,R/PA,1965,AL
2,0.1322173505785699,RBI/PA,1965,AL
3,0.06978178611592321,FP,1965,AL
4,0.0667083465721081,PA,1965,AL
5,0.050466925152287324,HR/PA,1965,AL
6,0.04443204860805817,Playoffs,1965,AL
7,0.03583120960599787,G_pit,1965,AL
8,0.02473706486533772,SB,1965,AL
9,0.02032513181988983,W_pit,1965,AL
0,0.35044510251222627,AVG,1966,AL
1,0.23219735766180186,R/PA,1966,AL
2,0.10141715541688051,PA,1966,AL
3,0.09210093987070045,RBI/PA,1966,AL
4,0.04378285906953006,FP,1966,AL
5,0.03666345772157819,G_pit,1966,AL
6,0.03618161951503489,HR/PA,1966,AL
7,0.029024604620205376,SB,1966,AL
8,0.020306297204655474,Playoffs,1966,AL
9,0.015609546078111082,W_pit,1966,AL
0,0.2994089076050316,R/PA,1967,AL
1,0.19159458025491324,AVG,1967,AL
2,0.1452542335145,HR/PA,1967,AL
3,0.13396621283995302,PA,1967,AL
4,0.040897877884078976,RBI/PA,1967,AL
5,0.03503954097635787,FP,1967,AL
6,0.03274312268260998,SB,1967,AL
7,0.030249086160575506,G_pit,1967,AL
8,0.027239648082555877,W_pit,1967,AL
9,0.026734071604401305,Playoffs,1967,AL
0,0.1939430605903496,HR/PA,1968,AL
1,0.18764475722133164,AVG,1968,AL
2,0.1049453812759979,R/PA,1968,AL
3,0.10035145731159979,RBI/PA,1968,AL
4,0.07266897065453369,PA,1968,AL
5,0.06860341095760435,W_pit,1968,AL
6,0.0684049242956912,CG,1968,AL
7,0.061914073350085475,IP,1968,AL
8,0.04542042992794643,SB,1968,AL
9,0.044162527235216166,Playoffs,1968,AL
0,0.308245502874326,R/PA,1933,NL
1,0.19771947091802106,W_pit,1933,NL
2,0.1080081674474599,SB,1933,NL
3,0.09788570292077059,AVG,1933,NL
4,0.0876481031644975,HR/PA,1933,NL
5,0.06455684303126129,RBI/PA,1933,NL
6,0.051270656116076445,PA,1933,NL
7,0.023906475045407972,IP,1933,NL
8,0.022158298274256086,ShO,1933,NL
9,0.019965837298028585,Playoffs,1933,NL
0,0.2343120709349764,R/PA,1934,NL
1,0.19358130665495368,W_pit,1934,NL
2,0.14782287622375453,AVG,1934,NL
3,0.0742883055852,ShO,1934,NL
4,0.06264771057117065,PA,1934,NL
5,0.05961562574820614,RBI/PA,1934,NL
6,0.05487923387521963,HR/PA,1934,NL
7,0.04191521139365054,SB,1934,NL
8,0.037368446110045264,Playoffs,1934,NL
9,0.032894281407673816,CG,1934,NL
0,0.21146556677386283,AVG,1935,NL
1,0.14425249824730035,R/PA,1935,NL
2,0.14286964925557302,W_pit,1935,NL
3,0.10206964147925934,RBI/PA,1935,NL
4,0.09935642328369435,ShO,1935,NL
5,0.06498618685226774,IP,1935,NL
6,0.0632911689602632,HR/PA,1935,NL
7,0.04975651638990183,PA,1935,NL
8,0.02995580958679698,SB,1935,NL
9,0.022266780706204345,G_pit,1935,NL
0,0.3149921683692031,W_pit,1936,NL
1,0.21608846583441943,AVG,1936,NL
2,0.14995009433762602,R/PA,1936,NL
3,0.08129860577871206,RBI/PA,1936,NL
4,0.05923372346464437,PA,1936,NL
5,0.050546402872717014,CG,1936,NL
6,0.03525622097553456,HR/PA,1936,NL
7,0.035024653545935626,SB,1936,NL
8,0.01307002489209876,IP,1936,NL
9,0.011734342112650334,Playoffs,1936,NL
0,0.23222087114718037,RBI/PA,1937,NL
1,0.18423515786669584,AVG,1937,NL
2,0.1670046315091884,W_pit,1937,NL
3,0.10072637478487079,CG,1937,NL
4,0.08116087491216568,R/PA,1937,NL
5,0.048436560603176776,PA,1937,NL
6,0.04019105321973136,HR/PA,1937,NL
7,0.029752494193446225,SB,1937,NL
8,0.024400278148266934,IP,1937,NL
9,0.022330468188635287,ShO,1937,NL
0,0.32747586719174804,RBI/PA,1938,NL
1,0.1360147452501436,ShO,1938,NL
2,0.13123038267280593,SB,1938,NL
3,0.10961095935624594,R/PA,1938,NL
4,0.0916628337733339,PA,1938,NL
5,0.0642872391490355,W_pit,1938,NL
6,0.05925137398886814,AVG,1938,NL
7,0.0442491541507802,HR/PA,1938,NL
8,0.011403317622268429,CG,1938,NL
9,0.007222913618824207,Playoffs,1938,NL
0,0.19420305500273805,RBI/PA,1939,NL
1,0.16768283868649925,AVG,1939,NL
2,0.1531583334682729,W_pit,1939,NL
3,0.10770228240728444,IP,1939,NL
4,0.0916284519306667,PA,1939,NL
5,0.06875683583957465,R/PA,1939,NL
6,0.06731789401031374,SB,1939,NL
7,0.06123903538075846,CG,1939,NL
8,0.043382068577283,HR/PA,1939,NL
9,0.015204243517910592,ShO,1939,NL
0,0.21889225174898685,AVG,1940,NL
1,0.21071405977754065,RBI/PA,1940,NL
2,0.13778244043281196,W_pit,1940,NL
3,0.11536633098697198,PA,1940,NL
4,0.08931100635082469,IP,1940,NL
5,0.060864072661315785,HR/PA,1940,NL
6,0.056121647407215175,R/PA,1940,NL
7,0.03696889170524036,CG,1940,NL
8,0.027321064541492107,SB,1940,NL
9,0.013803963833172778,Playoffs,1940,NL
0,0.27996261896940317,RBI/PA,1941,NL
1,0.15244794177042925,AVG,1941,NL
2,0.11319186498518241,W_pit,1941,NL
3,0.09255188347497864,HR/PA,1941,NL
4,0.0902614496008493,CG,1941,NL
5,0.06847844936974305,Playoffs,1941,NL
6,0.05388716809512868,PA,1941,NL
7,0.049049907567291835,R/PA,1941,NL
8,0.028812714540093213,SB,1941,NL
9,0.022155145816494033,IP,1941,NL
0,0.20218339812223052,RBI/PA,1942,NL
1,0.2007049488905819,HR/PA,1942,NL
2,0.11856725935689928,PA,1942,NL
3,0.091496103708574,R/PA,1942,NL
4,0.0816130528704999,W_pit,1942,NL
5,0.0645701677446679,Playoffs,1942,NL
6,0.06414224455443997,AVG,1942,NL
7,0.06186842238052151,ShO,1942,NL
8,0.03448312763376359,CG,1942,NL
9,0.029668968422932714,SB,1942,NL
0,0.2112952650531152,AVG,1943,NL
1,0.1823454646405432,RBI/PA,1943,NL
2,0.16561907794338768,HR/PA,1943,NL
3,0.07481820720658983,PA,1943,NL
4,0.07325967866060676,R/PA,1943,NL
5,0.07288870458426588,Playoffs,1943,NL
6,0.07229142705831172,W_pit,1943,NL
7,0.0600171432890091,ShO,1943,NL
8,0.02532849771860845,SB,1943,NL
9,0.015784937973580274,K/9,1943,NL
0,0.21441607470050905,RBI/PA,1944,NL
1,0.19317961847727277,AVG,1944,NL
2,0.11284634356910817,PA,1944,NL
3,0.0977588631030342,HR/PA,1944,NL
4,0.09382220610104197,ShO,1944,NL
5,0.08324679006007334,R/PA,1944,NL
6,0.07475384343040893,W_pit,1944,NL
7,0.04576632645147288,SB,1944,NL
8,0.02843151480000329,Playoffs,1944,NL
9,0.019989387892208554,K/9,1944,NL
0,0.39263476432337485,AVG,1945,NL
1,0.23080403457573692,RBI/PA,1945,NL
2,0.11521614394897807,W_pit,1945,NL
3,0.07576170124984379,R/PA,1945,NL
4,0.07333202731319105,HR/PA,1945,NL
5,0.02847865763215993,SB,1945,NL
6,0.026467946628281253,PA,1945,NL
7,0.020502250050218676,Playoffs,1945,NL
8,0.01351981359776929,CG,1945,NL
9,0.010849772792832767,IP,1945,NL
0,0.45293880868172487,AVG,1946,NL
1,0.2105987927886823,RBI/PA,1946,NL
2,0.09473048979030918,W_pit,1946,NL
3,0.07150024117415217,R/PA,1946,NL
4,0.04951496065286874,PA,1946,NL
5,0.03563208538571409,HR/PA,1946,NL
6,0.028114351308660645,SB,1946,NL
7,0.01925450893398056,Playoffs,1946,NL
8,0.013071055281765945,IP,1946,NL
9,0.012551905867523295,CG,1946,NL
0,0.3643447039931421,AVG,1947,NL
1,0.23152728922743546,RBI/PA,1947,NL
2,0.08760524842934098,CG,1947,NL
3,0.07593350946626615,PA,1947,NL
4,0.0738970431689874,R/PA,1947,NL
5,0.03981802973737668,HR/PA,1947,NL
6,0.03849273468083987,SB,1947,NL
7,0.03364790368069696,Playoffs,1947,NL
8,0.026820780991225878,W_pit,1947,NL
9,0.008363796444733106,IP,1947,NL
0,0.37191670173621244,AVG,1948,NL
1,0.15865740408881707,RBI/PA,1948,NL
2,0.08398753602345461,PA,1948,NL
3,0.08363457926780864,W_pit,1948,NL
4,0.07394627598915673,R/PA,1948,NL
5,0.0732580646006098,CG,1948,NL
6,0.044046805196151645,HR/PA,1948,NL
7,0.037563986768126015,SB,1948,NL
8,0.03180669345540064,Playoffs,1948,NL
9,0.01728880752088418,IP,1948,NL
0,0.3470043725551068,AVG,1949,NL
1,0.1528482611366795,R/PA,1949,NL
2,0.107108428264999,W_pit,1949,NL
3,0.0890956317717596,RBI/PA,1949,NL
4,0.08721946077086602,PA,1949,NL
5,0.05482569336443464,HR/PA,1949,NL
6,0.04049370887555437,SB,1949,NL
7,0.03985153291079876,CG,1949,NL
8,0.03635028136128121,Playoffs,1949,NL
9,0.014090543974759711,IP,1949,NL
0,0.49097869688923534,AVG,1950,NL
1,0.12103511115246854,G_pit,1950,NL
2,0.1026536500758404,R/PA,1950,NL
3,0.05299454578997776,PA,1950,NL
4,0.03822924296276884,RBI/PA,1950,NL
5,0.035819345949786516,HR/PA,1950,NL
6,0.03529624692306347,IP,1950,NL
7,0.028304597347663545,CG,1950,NL
8,0.027688181868599244,W_pit,1950,NL
9,0.023375320104867706,SB,1950,NL
0,0.4056321485667327,AVG,1951,NL
1,0.14947581633684942,R/PA,1951,NL
2,0.11706145610540042,G_pit,1951,NL
3,0.10974371094130835,RBI/PA,1951,NL
4,0.0451101428662442,W_pit,1951,NL
5,0.041808884138696364,PA,1951,NL
6,0.036454126193944406,HR/PA,1951,NL
7,0.03185204436269994,SB,1951,NL
8,0.017252329178530968,Playoffs,1951,NL
9,0.007415890185382229,FP,1951,NL
0,0.21556238182389428,RBI/PA,1952,NL
1,0.19221126335636185,G_pit,1952,NL
2,0.17402110243504354,AVG,1952,NL
3,0.13937483548866852,R/PA,1952,NL
4,0.0892246151775142,W_pit,1952,NL
5,0.04334914084743443,HR/PA,1952,NL
6,0.03556179489454994,PA,1952,NL
7,0.0281426845404289,SB,1952,NL
8,0.018639346354536165,IP,1952,NL
9,0.011522277385003952,L_pit,1952,NL
0,0.21275583396556752,HR/PA,1953,NL
1,0.19291148200605188,RBI/PA,1953,NL
2,0.18515422006417415,AVG,1953,NL
3,0.08864076684867608,W_pit,1953,NL
4,0.07594804976098658,G_pit,1953,NL
5,0.07322881252900551,R/PA,1953,NL
6,0.06197425771771501,PA,1953,NL
7,0.03174233036186545,CG,1953,NL
8,0.018909933382810478,SB,1953,NL
9,0.01361753674757696,K/9,1953,NL
0,0.22951835851970345,HR/PA,1954,NL
1,0.1637058752918788,AVG,1954,NL
2,0.1514525007342826,RBI/PA,1954,NL
3,0.11655214681270266,PA,1954,NL
4,0.09987292213093786,W_pit,1954,NL
5,0.0637914026274897,R/PA,1954,NL
6,0.0347238778129587,K/9,1954,NL
7,0.02967727539322025,SB,1954,NL
8,0.026709190692440328,G_pit,1954,NL
9,0.0203197658299889,ERA,1954,NL
0,0.2767129980078615,RBI/PA,1955,NL
1,0.26923377483909516,HR/PA,1955,NL
2,0.11629551499089213,AVG,1955,NL
3,0.10299790949259097,PA,1955,NL
4,0.05699456078563169,R/PA,1955,NL
5,0.04006512419944201,SB,1955,NL
6,0.03567279341622115,IP,1955,NL
7,0.03383242973347323,W_pit,1955,NL
8,0.03247052123044251,CG,1955,NL
9,0.010909504914951827,ShO,1955,NL
0,0.2227160908689136,RBI/PA,1956,NL
1,0.19530349609782538,R/PA,1956,NL
2,0.1532181932705126,W_pit,1956,NL
3,0.10752180968257229,PA,1956,NL
4,0.10207701446639647,AVG,1956,NL
5,0.07749458191950508,HR/PA,1956,NL
6,0.04855875315096217,SB,1956,NL
7,0.019335335539617086,CG,1956,NL
8,0.017137059871481317,FP,1956,NL
9,0.013104662474029577,IP,1956,NL
0,0.23404185008664902,RBI/PA,1957,NL
1,0.2192589379725533,AVG,1957,NL
2,0.14518961713016543,W_pit,1957,NL
3,0.10688669125069968,PA,1957,NL
4,0.09209283358294522,R/PA,1957,NL
5,0.06302301730946319,HR/PA,1957,NL
6,0.039004806206204175,FP,1957,NL
7,0.037674128722194195,SB,1957,NL
8,0.02479431016254587,CG,1957,NL
9,0.014886827459905654,IP,1957,NL
0,0.26574952724522094,R/PA,1958,NL
1,0.23965562358228243,AVG,1958,NL
2,0.13957304663367368,W_pit,1958,NL
3,0.1144118038074705,PA,1958,NL
4,0.06386416178521367,FP,1958,NL
5,0.055706530868614726,RBI/PA,1958,NL
6,0.036815795342939106,HR/PA,1958,NL
7,0.029856913953986507,SB,1958,NL
8,0.017802227219591297,IP,1958,NL
9,0.00980315004332684,CG,1958,NL
0,0.23791827059638984,R/PA,1959,NL
1,0.19284543865610385,PA,1959,NL
2,0.12443319931520987,AVG,1959,NL
3,0.11136882041956178,RBI/PA,1959,NL
4,0.10821967772507554,HR/PA,1959,NL
5,0.0767438796596556,FP,1959,NL
6,0.06963607538355424,SB,1959,NL
7,0.03307645604642123,W_pit,1959,NL
8,0.012013954730603306,Playoffs,1959,NL
9,0.008037152429485658,IP,1959,NL
0,0.21496236919654813,PA,1960,NL
1,0.151739294394103,R/PA,1960,NL
2,0.1490875842494824,HR/PA,1960,NL
3,0.11977434581613225,SB,1960,NL
4,0.10928234441663678,AVG,1960,NL
5,0.09385426263381443,FP,1960,NL
6,0.05381818196144802,RBI/PA,1960,NL
7,0.03172080862065971,Playoffs,1960,NL
8,0.020969243656421624,W_pit,1960,NL
9,0.01665220419800204,K/9,1960,NL
0,0.2719455464687517,PA,1961,NL
1,0.13498757659343288,SB,1961,NL
2,0.12974610369608625,HR/PA,1961,NL
3,0.11251375840784839,R/PA,1961,NL
4,0.10008007818580923,AVG,1961,NL
5,0.06759032043814953,RBI/PA,1961,NL
6,0.06419135016536419,FP,1961,NL
7,0.050418518489115174,Playoffs,1961,NL
8,0.014249578426638152,K/9,1961,NL
9,0.012626920467797915,W_pit,1961,NL
0,0.31350069480382114,R/PA,1962,NL
1,0.15355696222171783,AVG,1962,NL
2,0.1492323338294562,PA,1962,NL
3,0.1099725080724448,SB,1962,NL
4,0.08681196488789318,RBI/PA,1962,NL
5,0.05477407877645667,HR/PA,1962,NL
6,0.043894998990239735,FP,1962,NL
7,0.03994602097618976,W_pit,1962,NL
8,0.02525492831976261,Playoffs,1962,NL
9,0.008326855949461906,G_pit,1962,NL
0,0.412140335304343,R/PA,1963,NL
1,0.14070377415147686,PA,1963,NL
2,0.13934684077804405,AVG,1963,NL
3,0.06597224257612551,ShO,1963,NL
4,0.05871724273300761,RBI/PA,1963,NL
5,0.04384966348300292,SB,1963,NL
6,0.036955921375603745,HR/PA,1963,NL
7,0.02963959588653862,W_pit,1963,NL
8,0.02237158261372401,G_pit,1963,NL
9,0.015434982914327383,FP,1963,NL
0,0.3446310607445862,PA,1964,NL
1,0.14260962415731618,R/PA,1964,NL
2,0.11801731282631578,AVG,1964,NL
3,0.11624398760042083,RBI/PA,1964,NL
4,0.06295829486644583,ShO,1964,NL
5,0.05298470256944944,HR/PA,1964,NL
6,0.05264460614534241,SB,1964,NL
7,0.03842525062037903,FP,1964,NL
8,0.03338833552951623,G_pit,1964,NL
9,0.02140668559115978,W_pit,1964,NL
0,0.2422554661870773,RBI/PA,1965,NL
1,0.14886036824820184,AVG,1965,NL
2,0.11355614573361611,PA,1965,NL
3,0.09722901063153948,R/PA,1965,NL
4,0.08718705091403825,SB,1965,NL
5,0.06535461219679074,ShO,1965,NL
6,0.05618512057369015,HR/PA,1965,NL
7,0.04850285680582108,W_pit,1965,NL
8,0.04067857857508662,G_pit,1965,NL
9,0.03532544654466026,FP,1965,NL
0,0.26583269673064386,RBI/PA,1966,NL
1,0.13111221130762032,R/PA,1966,NL
2,0.10793761576694806,AVG,1966,NL
3,0.09657731846402438,PA,1966,NL
4,0.07079695817703714,HR/PA,1966,NL
5,0.06696154841017304,SB,1966,NL
6,0.06221852458669368,IP,1966,NL
7,0.05748838057948649,W_pit,1966,NL
8,0.054909434165531,CG,1966,NL
9,0.03476568486070443,FP,1966,NL
0,0.3229362719591583,RBI/PA,1967,NL
1,0.10784861254193209,AVG,1967,NL
2,0.10349481962888511,R/PA,1967,NL
3,0.08138438505886905,SB,1967,NL
4,0.06331317362835054,IP,1967,NL
5,0.05466887016533681,FP,1967,NL
6,0.05438150051409271,PA,1967,NL
7,0.053303035656065416,W_pit,1967,NL
8,0.04973348363808527,HR/PA,1967,NL
9,0.043796182553838464,CG,1967,NL
0,0.25969789201169774,RBI/PA,1968,NL
1,0.11094655394598038,AVG,1968,NL
2,0.10497063094399435,R/PA,1968,NL
3,0.09867533876603805,CG,1968,NL
4,0.09133472711779428,PA,1968,NL
5,0.06951187255058669,K/9,1968,NL
6,0.06259731597929138,FP,1968,NL
7,0.055494571562766465,W_pit,1968,NL
8,0.03968511027796662,ShO,1968,NL
9,0.032927940180985694,Playoffs,1968,NL
